"frame","x [nm]","y [nm]","intensity [photons]","loglikelihood" 
10743,22717,9341.2,2465.3,-164.32
10756,19658,8414.8,2578.1,-225.92
10768,22116,10477,1390,-183.9
10769,22107,10458,1264.5,-193.26
10771,22122,10465,1678.7,-175.74
10793,22051,10776,6227.7,-214.4
10798,22003,10852,9112.9,-225.53
10799,21970,10862,7719.7,-252.06
10805,21972,10797,6718.5,-256.56
10807,20683,12916,2109.2,-187.18
10808,20669,12906,2424.6,-203.6
10809,20671,12920,2986.7,-181.17
10810,20660,12913,3308.3,-186.97
10810,21943,10895,7034.5,-208.61
10811,20656,12923,1655.2,-170.59
10812,20661,12920,2639.9,-169.18
10813,20671,12920,3548.4,-194.62
10813,21997,10815,8346.4,-230.17
10814,20665,12916,2991.6,-153.03
10815,22011,10841,5855.2,-213.04
10816,21994,10773,10754,-216.99
10817,22057,10864,9405.4,-219.23
10830,24092,12680,2487.3,-198.66
10831,22040,10867,7811.9,-220.74
10831,24080,12673,2432.7,-178.01
10832,24081,12666,1004.6,-163.76
10833,24079,12677,3732.4,-188.6
10834,24074,12671,4079.7,-221.05
10835,24086,12670,3995.6,-195.06
10836,24089,12665,1867.9,-177.86
10837,22584,9269.3,1087,-173.01
10837,24085,12673,3661.5,-176.15
10839,24079,12672,2760.4,-176.1
10848,24093,12665,1040.4,-185.99
10879,22600,10865,2082.7,-167.58
10965,20973,9534.6,1872.3,-220.74
10966,20975,9528.4,1638.8,-202.54
10969,24612,10353,3205.3,-167.17
10970,24610,10340,3688.1,-192.88
10971,20963,9543.4,2469.1,-179.54
10971,24610,10346,3705.9,-193.92
10972,24601,10339,3363.4,-198.19
10973,24603,10343,3582,-187.94
10974,24614,10341,3581.7,-171.5
10975,24613,10346,2954.9,-173.22
10976,20974,9531.7,1209,-165.8
10976,24603,10341,1852.7,-161.17
10977,19459,9530.6,1560.7,-174.85
10977,20958,9526.4,3306.3,-210.2
10977,24599,10347,3939.1,-197.4
10978,19441,9534.9,2858.6,-191.52
10978,20975,9520.1,2786.6,-183.58
10978,24613,10343,2994.7,-195.62
10979,20967,9540.3,1928.5,-194.34
10980,19438,9526.2,2424,-246.24
10981,24638,10346,1228.3,-167.91
10982,19445,9522.4,2464.2,-214.17
10982,24612,10336,3735.1,-193.27
10983,20963,9533.6,2864.4,-190.32
10983,24608,10351,3050.4,-171.99
10984,19434,9536.8,1520.7,-167.46
10984,20974,9540.1,1576.2,-152.32
10984,24606,10342,3382,-189.33
10985,19442,9540.1,3369.1,-229.1
10985,24604,10346,3588.8,-169.56
10986,19439,9530.8,2393.2,-177.77
10986,20958,9540.1,2239,-165.88
10986,24609,10336,3119.2,-182.7
10987,19444,9534.7,3254,-223.73
10987,24604,10345,3009.5,-216.35
10988,19444,9531.8,3231.2,-200.66
10989,19443,9534.6,3714.6,-186.02
10990,19432,9521.8,1951.8,-163.26
10991,19439,9547.4,1578.3,-201.54
10992,19439,9531.6,1746.7,-234.69
11001,19425,9522,1730.5,-172.72
11002,19437,9532.1,3212.3,-222.39
11003,19442,9530.6,3060,-191.97
11004,19440,9533,3524.1,-193.73
11005,19437,9511.9,1594.9,-194.08
11006,19424,9537.8,1422.7,-185.42
11007,19426,9494.2,1175.3,-192.91
11008,19422,9529.6,1629.9,-156.91
11009,19444,9529.6,1924.9,-215.29
11011,19438,9505.7,1236,-205.97
11012,19440,9508.8,1222,-189.52
11033,22258,9426.6,1854.8,-184.29
11034,22256,9408.5,2227.5,-195.15
11035,22260,9419.6,3327.8,-190.4
11036,22257,9427.3,2861.2,-174.35
11037,22246,9423.3,2418.7,-172.47
11075,18869,9443.4,1652.6,-208.67
11109,18667,11451,5052.2,-236.47
11110,18698,11437,2322.2,-201.55
11111,18668,11463,3744.6,-220.93
11112,18659,11451,3741.7,-196.39
11113,18679,11472,4435.8,-225.05
11114,18665,11466,4984.2,-286.55
11115,18659,11429,2944.8,-224.15
11116,18674,11445,4865.5,-255.83
11117,18685,11447,4163.4,-214.45
11118,18668,11447,5080.4,-246.39
11119,18687,11464,3471.3,-201.98
11120,18681,11458,4747,-226.28
11121,18682,11453,4758.8,-292.89
11122,18683,11444,3136,-192.46
11123,18674,11490,1828.3,-186.1
11124,18672,11446,4821.3,-249.76
11125,18662,11455,3569.6,-209.65
11126,18669,11458,2365.3,-193.6
11127,18681,11468,4670.6,-264.02
11128,18643,11463,2562,-166.5
11129,18671,11461,2879.5,-183.87
11130,18666,11450,4019.5,-209.07
11131,18662,11435,3593.3,-244.59
11152,19646,13952,1211.4,-196.97
11160,19638,13912,1412,-219.9
11161,19634,13942,1657.3,-201.8
11163,19624,13901,1121.1,-186.85
11164,22690,9359.9,1111.3,-169.91
11168,19630,13925,1481.7,-196.68
11187,24588,13704,3810.7,-212.68
11188,24588,13689,2779.4,-220.64
11189,24598,13724,4586.5,-207.59
11190,24575,13709,4460.1,-217.5
11191,24612,13726,2863.1,-180.93
11193,24578,13711,2516.4,-206.3
11212,22571,10241,3422.6,-183.15
11213,22575,10244,3857.8,-211.24
11214,18745,9323.2,2422.2,-307.39
11214,22571,10242,2368.7,-156.56
11215,22577,10232,2992.7,-183.35
11216,22571,10242,3965,-219.87
11217,22581,10236,3762.5,-195.6
11218,22589,10238,3761.2,-197.35
11219,19508,8440.6,3975.8,-236.33
11219,22582,10239,3845.6,-193.12
11220,19501,8418.2,2075.1,-198.67
11220,22593,10266,1167.8,-162
11252,22561,13660,1323.6,-183.91
11253,22547,13648,2066.3,-183.39
11254,22551,13646,1355.4,-191.77
11255,22563,13639,3519.6,-254.44
11256,22553,13619,2454.3,-191.63
11297,17976,13671,1349.8,-158.92
11298,17971,13644,1774.4,-194.24
11315,23327,8704,2211.6,-188.39
11316,23337,8733.9,3095.5,-181.42
11317,23333,8734.1,2459,-175.99
11318,23327,8716.9,1574,-181.95
11319,23340,8723.2,1806.8,-158.18
11320,23350,8733.2,3462,-219.76
11322,23345,8728.6,1672.3,-180.43
11397,24714,13916,6632.6,-229.46
11397,24714,13904,6313,-236.5
11399,24646,13715,6949.1,-287.6
11399,24657,13754,6985,-311.52
11400,24719,13865,6862.7,-212.86
11400,24704,13902,8849.5,-214.83
11400,24698,13874,8228.5,-219.98
11401,24709,13872,3994.6,-204.87
11402,24573,13531,3252.5,-256.06
11403,24619,13540,5074.9,-330.26
11418,21376,12023,1067.5,-201.01
11419,24559,11750,2292.3,-181.96
11420,24545,11750,3457.2,-202.17
11421,24552,11744,1926.3,-180.83
11423,24551,11754,1901,-189.41
11424,24561,11738,2603.9,-197.06
11425,24551,11753,1233.7,-187.13
11427,24560,11748,2153.1,-180.05
11428,24559,11735,2663.3,-189.94
11429,24565,11750,2868.1,-163.87
11438,19024,10945,9968.7,-211.47
11438,19023,11361,7562.8,-206.09
11438,24562,11736,1274.9,-290.66
11528,21517,8532.1,1506.5,-169.9
11529,21527,8547.5,1867.4,-209
11530,21580,8515.2,1589.6,-182.19
11531,21572,8491.9,1206.4,-174.79
11533,21546,8510.4,2310.2,-180.99
11534,21525,8531.4,1918.4,-199.14
11535,21503,8515.7,1079.1,-163.9
11605,20913,12771,1279.7,-193.9
11606,20906,12769,1978.1,-185.22
11607,20902,12773,2848.2,-175.3
11608,20909,12743,1238.4,-175.61
11615,21314,12983,2557.7,-181.89
11616,20585,14882,2564.1,-185.81
11617,20583,14887,2351.9,-203.97
11618,20589,14882,1239.2,-198.41
11619,20561,14881,2317.4,-231.46
11620,20586,14875,2310.3,-247.8
11621,20589,14883,2363.1,-221.1
11622,20573,14880,2220,-199.87
11623,20578,14880,2558.4,-230.25
11670,21332,12441,3199.4,-207.79
11671,21342,12436,3098.4,-192.01
11672,21332,12432,3016.4,-188.34
11673,21331,12443,2887.5,-187.99
11674,21339,12443,2302.4,-165.39
11675,21347,12447,3336.5,-205.96
11678,19546,13857,2209.6,-224.49
11679,19566,13840,3453.3,-225.32
11685,19584,13873,2748.4,-185.76
11754,19313,13145,5474.2,-234.7
11754,19312,13148,5104.9,-226.95
11782,21832,13153,11406,-225.93
11782,21815,13223,8900.9,-243
11809,19747,9550.4,1920.9,-162.47
11810,19741,9536,4075.9,-200.05
11811,19749,9542.8,1808.2,-207.8
11812,19742,9543.8,3837.3,-184.78
11813,19743,9535.6,3784.3,-203.6
11814,19654,11137,1104.4,-143.53
11814,19738,9536.1,3603.5,-206.58
11815,19646,11154,1444.4,-177.71
11815,19734,9534.5,3670.8,-195.29
11816,19673,11145,1366.4,-181.7
11855,22558,10238,1406.9,-176.59
11856,22570,10232,2020.1,-169.63
11863,22583,10239,2866.8,-202.2
11864,22582,10243,1997.7,-186.21
11865,22584,10248,3600.8,-192.24
11866,22581,10237,1786.2,-176.3
11867,22572,10242,2172,-183.9
11867,24000,9737.1,1195.5,-158.96
11868,22568,10244,2987.7,-226.96
11868,24019,9732.7,3365.6,-232.95
11869,24015,9727,3560.7,-213.39
11870,24015,9730.1,3214.4,-229.68
11871,24024,9728.6,1693,-190.44
11879,22571,10249,2632.9,-199.47
11880,22575,10243,1399.8,-210.48
11883,22584,10238,6136.7,-245.63
11884,22577,10209,1105.3,-176.73
11885,22580,10233,1101.2,-210.53
11886,22569,10241,4703.3,-214.78
11896,24444,11523,2172.4,-181.04
11897,18531,12126,4992.5,-217.35
11897,24444,11532,3595.6,-192.84
11898,18550,12108,6146.8,-179.44
11898,24448,11529,3377.6,-169.04
11899,18536,12115,5997.4,-244.48
11899,24451,11528,3942.6,-190.89
11900,18560,12125,4698.4,-182.71
11901,18565,12131,4597.6,-217.38
11904,19131,14595,5422.8,-205.18
11905,19145,14641,4023.7,-219.07
11906,19162,14540,6258.9,-205.05
11907,18451,8749.9,4077.3,-248.96
11907,19141,14592,5346.6,-230.4
11908,19111,14596,6248.8,-204.72
11909,19122,14538,7114.5,-230.93
11909,19108,14566,6899.4,-218.86
11910,19116,14574,4237,-202.23
11911,18351,8719.8,7783.1,-251.81
11911,19126,14571,7288,-240.49
11912,18413,8719,5140.5,-194.24
11912,18421,8710.4,5965.4,-191.53
11912,19111,14604,5183.1,-199.79
12113,22427,13009,1398.7,-167.73
12114,22431,13018,4247.4,-189.87
12115,22433,13016,1753.9,-172.16
12123,21606,10760,2782.7,-215.83
12124,21575,10751,3781.4,-242.78
12125,21630,10758,3607.2,-207.6
12125,22456,14282,3575.6,-245.68
12126,21591,10726,1983.4,-170.99
12127,21628,10790,3079.5,-204.93
12129,21606,10802,1424.4,-177.76
12129,21605,10801,1409.9,-169.17
12130,21589,10801,3220.2,-216.54
12134,21613,10794,2474.7,-187.31
12135,21649,10771,5202.3,-250.09
12170,18993,11295,8362.5,-196.02
12195,20419,12684,1982.9,-185.89
12196,20441,12685,1316.5,-164.98
12233,23650,8527.9,1525.1,-180.66
12234,23661,8549.7,1001.7,-176.69
12241,24732,11341,1539.5,-173.41
12242,24740,11341,1758.9,-149.52
12244,22298,9812.5,3036.6,-190.84
12244,23652,8549.7,1481.4,-229.89
12244,24734,11334,1735.9,-193.17
12245,22294,9825.1,3163.8,-164.76
12245,23709,8593.6,1358.9,-210.18
12245,24724,11342,3272.2,-222.06
12246,22300,9818,2362.5,-166.87
12246,23647,8543.5,1593.5,-176.21
12246,24731,11352,1747.7,-205.5
12247,22310,9812.5,3306.5,-187.71
12247,23679,8558.5,1891.3,-228.21
12247,24738,11336,1703.4,-195.19
12248,23671,8521.4,1356.9,-152.36
12248,24732,11349,1935.2,-173.74
12249,23693,8561.5,1295.2,-187.16
12249,24735,11339,1973.5,-169.78
12250,22315,9820.9,1899.3,-170.26
12250,24742,11343,1545.1,-176.53
12251,22297,9811,3788.3,-170.21
12251,24729,11338,1648.6,-164.29
12252,22291,9816.2,4034.6,-172.82
12253,22294,9818.1,2876.9,-183.32
12253,24733,11346,1834.6,-178.26
12254,22306,9812.8,1260.2,-160.8
12254,24728,11342,1454.5,-184.76
12255,22300,9804,3434.3,-173.89
12255,24738,11339,1977.3,-179.77
12256,22293,9811.3,3523.1,-180.55
12257,22280,9842.6,1179.8,-176.14
12258,24737,11341,1080.5,-167.82
12259,24735,11353,1237.1,-165.94
12260,24738,11346,1461.8,-180.19
12261,22549,13626,3744.8,-240.8
12262,22550,13640,3738.8,-223.89
12263,24734,11342,1935.5,-169.35
12264,22546,13627,3794.1,-235.52
12264,24735,11349,1857.7,-183.26
12265,22552,13632,2426.8,-238.27
12266,22570,13642,2044.5,-219.23
12267,22551,13616,3723.6,-290.34
12268,22564,13642,3675.6,-236.31
12268,24720,11336,1705.8,-168.8
12269,22548,13619,3769.5,-221.43
12270,22562,13636,1376.2,-204.86
12271,22551,13627,3516.1,-227.95
12271,24730,11344,1700,-166.32
12272,22561,13647,1954.9,-198.18
12272,24731,11340,1406.7,-166.32
12274,22550,13612,2875.2,-240.23
12275,22565,13642,3091.3,-226.34
12276,22553,13637,3549.4,-204.32
12277,22566,13630,2352.9,-250.52
12278,22556,13613,3303,-257.67
12279,22554,13642,3428.2,-202.42
12280,22554,13645,3614.9,-210.54
12281,22554,13633,1098,-195.92
12282,22557,13634,3089.5,-260.72
12283,22558,13646,3106,-219.69
12284,22542,13610,1379.9,-178.17
12365,22009,14513,2063.1,-193.9
12367,22021,14519,1824.8,-189.67
12447,18812,15168,4232,-209.26
12448,18813,15181,3764,-203.23
12449,18793,15193,4295.2,-195.67
12449,22340,8824.5,8565.7,-204.12
12450,18812,15147,2007.2,-178.97
12450,22385,9035.8,11125,-243.8
12451,18778,15172,3203,-201.22
12451,22398,8930.5,8895.1,-256.31
12451,22392,9048.6,9324.1,-243.66
12452,22385,9022.9,13605,-224.9
12453,18777,15183,1925.2,-181.81
12503,21449,14545,3439.3,-219.94
12506,21345,14577,2227.5,-178.86
12545,17676,12145,1861.4,-201.19
12552,19610,9890.8,1828.7,-183.83
12553,19267,14567,4172,-220.56
12553,19607,9898.2,3640.7,-206.69
12554,19297,14597,2721.8,-214.12
12554,19600,9896.2,3133.3,-172.14
12555,19602,9896.1,3224.7,-184.04
12556,19600,9895.3,1126.4,-172.17
12559,19604,9902,3322.6,-195.27
12560,19596,9886,2997.5,-159.33
12561,19609,9894.9,3036.9,-178.23
12562,19606,9900.5,2865.4,-148.4
12563,19614,9886.9,1038.7,-174.66
12565,19609,9891.4,1605.3,-191.78
12566,19606,9897.1,1112.2,-157.31
12567,19608,9891.7,3007.3,-171.29
12569,19600,9892.7,2108.5,-176.95
12571,19597,9893.6,1738.2,-165.15
12574,19577,9884.6,1076.9,-165.74
12575,19595,9894.6,1106.4,-176.35
12579,22548,13615,1690.3,-208.02
12580,22558,13643,3689.2,-272.41
12581,22562,13628,2749.2,-208.35
12603,23141,10758,2294.6,-195.23
12604,23153,10752,1605.5,-197.79
12605,23119,10755,3793.9,-207.24
12606,23136,10747,2228.3,-169.45
12607,23134,10768,2629.7,-189.93
12608,23127,10755,2221.7,-180.55
12609,23132,10777,2605.4,-178.87
12610,23123,10768,2056.2,-184.92
12611,23129,10763,3453.7,-190.47
12612,23149,10748,1698.2,-191.98
12614,23141,10754,2748.5,-178.83
12615,23153,10759,1526.6,-176.65
12649,19598,11884,3637.3,-238.37
12650,19609,11896,3166.1,-230.62
12651,19599,11888,1242.2,-213.23
12661,17856,8337.4,2469.5,-174.35
12661,21128,9852.7,1635.9,-189.18
12662,17845,8303.6,4137,-171.82
12662,21116,9863.1,2901,-177.94
12663,17896,8334.3,3340.5,-210.71
12663,21113,9855.5,2912.7,-186.25
12664,17885,8343.5,3687.9,-213.28
12664,21125,9858.9,2845.8,-183.59
12665,21131,9863.9,2815.8,-166.35
12666,21120,9865.9,2919,-190.57
12667,21113,9861.2,2272.1,-179.41
12668,21128,9858.4,2283.8,-164.86
12686,19851,11404,1433.1,-178.31
12748,20531,13281,5812.7,-205.97
12752,20493,13227,7852.2,-216.66
12754,20530,13275,8870.8,-244.41
12757,20498,13174,12462,-194.93
12759,20508,13235,6638.6,-193.15
12761,20520,13217,8274.5,-201.2
12761,20505,13216,8418.4,-216.09
12762,20485,13227,11202,-221.52
12763,20513,13215,6773.3,-195.87
12764,20541,13252,6924.4,-203.21
12766,20547,13256,7992.8,-199.71
12766,20551,13292,7795.9,-206.15
12767,20500,13229,8932.7,-233.18
12768,20593,13323,6664.8,-204.75
12769,20572,13296,9978.9,-227.38
12770,20327,8608.9,4735.3,-205.77
12770,20532,13274,8055.7,-201.29
12771,20322,8610.8,4000.9,-199.85
12771,20551,13270,4568.5,-189.64
12772,20326,8616.2,4457.5,-212.85
12773,20315,8605.9,4436.2,-239.57
12773,20505,13247,8352.6,-223.81
12774,20321,8610.4,4578.8,-238.2
12775,20320,8608,4342.4,-212
12776,20318,8606.6,3881,-212.56
12777,20320,8607,4126.7,-227
12778,20320,8606.5,4339.8,-188.42
12779,20324,8606.2,3672.3,-204.29
12780,20324,8610.9,4076.9,-198.55
12781,20322,8602.3,4137,-180.27
12782,20326,8608.6,4278.8,-200.81
12783,20337,8616.5,1712.7,-189
12784,20319,8607,3327.2,-208.96
12785,20321,8600.1,4178.3,-202.02
12786,20328,8599.9,4475.6,-253.13
12787,20323,8608.7,3681.1,-183.67
12788,20322,8605.5,4305.4,-214.79
12789,20323,8604.6,4210.5,-203.94
12790,20320,8598.8,1277.8,-203.59
12804,23231,9091,1166.8,-180.53
12805,23223,9074.8,1545.3,-201.82
12808,23231,9100,1681,-227.25
12809,23231,9087.4,1638.9,-172.61
12836,22715,9700.6,3591.1,-222.25
12837,22722,9701.5,2631,-205.58
12838,22731,9698.7,3805.2,-162.44
12848,18155,8885.9,2251.7,-187.9
12849,18167,8874.5,3761.2,-224.18
12850,18156,8888.7,3203,-231.63
12851,18148,8882.7,3229.6,-253.13
12852,18165,8883.9,3021.3,-260.23
12853,18206,8879.5,1628.9,-196.83
12854,18133,8916.6,1056,-178.06
12855,18171,8893.8,2010.1,-198.28
12856,18157,8879,2659.2,-208.66
12883,21378,9582.5,1096.1,-165.21
12884,21369,9564.5,3408.8,-198.94
12885,21354,9574.1,3847,-197.87
12886,21367,9584.1,2099.9,-210.78
12887,21370,9574.5,2902,-183.28
12888,21342,9566.2,1352.1,-168.76
12889,21366,9573.6,1057.7,-196.75
12890,21377,9577,2137.4,-163.44
12891,21365,9575.4,3391.6,-192.09
12894,21360,9573.1,3831.1,-229.88
12895,21370,9571.3,2074.2,-168.67
12897,21356,9572.4,3482.2,-185.65
12898,21354,9574.1,2986.5,-197.47
12899,21364,9574,3537,-215.53
12901,21361,9583.1,3532.3,-226.05
12902,21362,9585.3,2600,-193.43
12908,21370,9571.9,1678.2,-217.93
12909,21344,9591.1,1628.7,-161.83
12944,23046,9282.7,1074,-217.17
12944,23047,9269.9,1274.7,-185.51
12956,23646,10881,2493.8,-201.81
12957,23641,10880,3194.5,-171.62
12958,23651,10877,5162,-202.18
12966,23283,10831,4632.2,-218.03
12972,22858,10325,7346.4,-242.24
12972,22882,10369,5477.5,-218.48
12973,22705,10304,3126.8,-184.99
12974,22855,10812,3203.8,-192.58
13073,20316,8608.8,1934.4,-162.26
13074,20324,8604.6,2827,-207.14
13075,20323,8608.2,4031.2,-207.7
13076,20320,8625.9,1200.5,-186.23
13171,23884,8461.3,2217.6,-189.92
13172,23941,8446.8,3638.3,-205.6
13173,23938,8437.8,4096.8,-213.02
13174,23951,8435.9,3480.9,-177.15
13181,21488,14638,2121.2,-214.72
13183,21491,14655,2042,-169.86
13184,21468,14669,3700.9,-210.67
13185,21528,14687,2020.6,-191.19
13188,21510,14671,5399.3,-239.63
13189,21513,14688,3576.4,-223.29
13219,19278,10831,1648.7,-188.51
13222,19286,10827,1869.8,-165.45
13223,19303,10835,1554.4,-179.83
13224,19303,10827,1074,-170.77
13225,19283,10832,2060.2,-205.25
13226,19276,10830,2224.7,-200.85
13227,19282,10837,2336.1,-191.43
13230,19284,10838,2370.1,-189.94
13231,19288,10842,1540.3,-205.44
13232,19275,10834,1794.9,-180.08
13233,19277,10835,2372,-175.34
13235,19291,10834,1946.1,-173.12
13236,19289,10827,2573.3,-218.31
13237,19291,10837,1385.3,-158.05
13238,19291,10842,2579.3,-179.16
13239,19281,10842,2631.7,-179.83
13240,19289,10836,2353.8,-178
13241,19288,10826,2395.6,-194.05
13242,19290,10821,1474.1,-201.59
13297,24338,10945,1132.6,-177.17
13298,24335,10961,1306.6,-178.41
13305,24336,10934,1321.4,-200.29
13306,24326,10956,1291.4,-192.05
13310,24346,10950,2556.7,-219.56
13311,24331,10942,1310.9,-148.89
13312,20883,11212,1536,-207.66
13312,24328,10953,1341.4,-175.68
13313,24343,10947,1032.9,-187.53
13315,24331,10941,1241.6,-188.04
13317,20883,11235,1355.6,-178.34
13318,24334,10942,1155,-159.64
13320,24345,10948,4134.5,-185.16
13321,24345,10939,3817.7,-184.67
13333,19554,14280,1380.6,-197.13
13337,19510,14273,1031.4,-194.93
13338,19501,14277,1385.3,-179.25
13357,21975,14515,1001.3,-168.21
13359,21993,14532,2485,-206.28
13381,18559,9301,2631.6,-270.6
