"frame","x [nm]","y [nm]","intensity [photons]","loglikelihood" 
13382,18552,9309.8,3285.4,-229.01
13383,18556,9299.2,3310.6,-242.95
13384,18559,9311.7,3553.7,-245.96
13385,18563,9314.6,3607.7,-236.2
13386,18563,9310,2561.6,-211.15
13388,18557,9304.7,3392.8,-220.41
13389,18565,9304.6,3210.1,-237.94
13449,23174,9356.4,1548.6,-205.91
13450,23186,9357.1,1665.6,-184.25
13451,23179,9356.6,9846.4,-261.33
13452,23180,9356.5,6589.4,-207.42
13466,19925,8375.5,2632.9,-221.98
13467,19864,8373.1,6661.6,-366.75
13469,19920,8352.2,1501.7,-210.86
13470,19933,8363.3,2001.9,-185.08
13471,19932,8361.1,3572.9,-230.07
13472,19925,8367.8,1282,-201.53
13473,19934,8352.1,1330.1,-189.48
13474,19923,8357.2,2081,-221.27
13476,19934,8367.5,2250,-184.52
13478,19929,8357.5,1312.6,-179.73
13485,22897,12213,2832.3,-186.27
13486,22895,12211,2790.8,-200.92
13573,23055,10289,2439.4,-190.15
13574,23061,10292,3889,-195.69
13575,23071,10296,2782.8,-225.87
13576,23079,10289,2054.2,-182.8
13577,23065,10318,1001,-176.38
13578,23068,10306,2894.9,-205.08
13590,22746,13987,1228.8,-186.14
13591,22734,13996,3709,-233.93
13592,22737,14000,3071.5,-196.47
13596,22755,14000,3203.9,-230.17
13597,22739,14002,2778.9,-208.88
13606,22749,13976,1204.7,-209.93
13607,22727,14013,1537.6,-189.95
13610,22728,14016,2389.6,-204.49
13611,22733,14004,3806.7,-240.91
13612,22723,13983,1018.6,-209.93
13614,22742,14000,1238.7,-198.27
13619,22711,13988,5211.3,-219.32
13620,22733,14009,2957.9,-221.62
13621,22725,13992,1830.8,-163.08
13625,23179,11143,1683,-209.43
13626,23168,11170,2885.2,-181.29
13627,23189,11170,4070,-239.76
13628,23169,11161,2089.6,-185.72
13629,23178,11162,2719.6,-220.48
13630,23214,11137,1304.2,-170.42
13632,23220,11110,1137.3,-183.51
13633,23144,11169,1787.3,-161.78
13634,23164,11148,1233.1,-172.69
13635,23193,11131,1811.7,-151.14
13636,22751,14004,2069.6,-167.98
13636,23158,11130,1343.4,-195.11
13638,23174,11144,1207.9,-194.86
13639,23214,11130,2074.5,-182.74
13640,23161,11153,1404.8,-163.05
13641,18372,8742,5474.2,-242.8
13641,18384,8699.8,5693.2,-262.16
13641,23165,11159,2064.3,-188.44
13643,23160,11151,1716.5,-185.68
13644,23168,11159,2333.3,-169.38
13645,23154,11159,2499.6,-173.86
13647,23165,11159,1449.2,-175.5
13648,18431,8751.7,6208.8,-227.61
13648,23183,11147,2389.5,-182.71
13649,23178,11145,2710.7,-159.68
13654,23169,11161,2855.1,-202.32
13655,23204,11146,3166.9,-199.47
13656,23203,11146,1951.7,-187.39
13683,24445,11545,2528,-189.21
13684,21660,12988,2006.7,-170.99
13684,24441,11546,2960.9,-181.75
13685,21668,12994,1997.9,-162.81
13687,21669,12981,2400.1,-165.55
13688,21678,12968,1021.4,-175.72
13845,18347,8737.1,7324.7,-223.4
13846,18364,8775.2,3835.6,-216.65
13847,18364,8694.1,5348,-232.31
13847,18361,8699,5829.3,-229.39
13911,22320,9482.5,2033.4,-187.15
13912,22319,9451.6,2605.4,-180.95
13913,22319,9460.2,3434.3,-206.87
13914,22318,9456.3,2741.5,-189.55
13915,22322,9460.6,3226.8,-184.11
13916,22329,9447.7,2628.6,-166.4
13917,22324,9469.4,1050.8,-179.63
13919,22324,9463.5,1105.8,-175.89
13920,22317,9463.4,1770.7,-161.87
13948,23434,8463.6,2863.4,-219.25
13949,23420,8410,3670.4,-208.32
13950,23431,8424.9,4396.7,-233.77
14029,18063,10138,2066.2,-166.65
14032,18069,10136,2253,-172.37
14061,18729,9303.4,3172.5,-209.15
14062,18730,9310,2949.2,-208.4
14063,18750,9314,1995.4,-201.4
14084,24463,10164,1263.7,-200.95
14091,22069,14185,3500.2,-194.96
14092,22073,14148,5390.2,-277.76
14093,22067,14171,4202.6,-219.18
14094,22058,14190,4483.2,-210.38
14095,22043,14206,1213.6,-204.67
14099,22066,14214,1711.9,-182.89
14100,22054,14187,2639.5,-182.98
14114,23396,14454,9421,-213.92
14151,22028,14703,1299,-190.62
14153,22037,14691,1660.8,-178.37
14154,22023,14688,1084.6,-183.31
14201,22852,12314,3399,-203.87
14202,22861,12306,2955,-182.97
14209,22844,12314,2995.7,-199
14211,22846,12315,3583.6,-196.68
14212,22849,12310,2765.1,-175.91
14213,22851,12307,2792.3,-207.6
14214,22842,12308,3862.6,-205.85
14215,22842,12315,2487.1,-182.65
14216,22843,12310,2790,-198.77
14218,22833,12315,3120.4,-182.1
14219,22852,12304,1947.1,-176.8
14272,22464,10187,1055.2,-198.58
14273,22482,10192,1863.8,-172.56
14276,22465,10195,3188.6,-185.87
14281,22447,10188,1119.8,-210.42
14297,23523,8646.4,3149.5,-187.4
14298,23518,8638.7,3334.3,-210.81
14299,23511,8640.7,3548.2,-218.78
14300,23518,8639.2,2231.6,-181.93
14396,19496,8447.3,4119.6,-248.92
14443,23802,13373,4262.7,-185.42
14444,23798,13359,4072.9,-183.89
14445,23806,13377,4068.4,-227.99
14446,23808,13359,3924.5,-229.46
14447,23798,13371,2463.4,-204.18
14448,23789,13359,1013.1,-180.35
14449,21666,13458,2789.4,-181.11
14476,23126,11217,1050.6,-178.48
14605,22572,10872,1658.4,-181.46
14606,22573,10865,1438,-189.99
14610,22572,10873,1538.2,-168.14
14794,23932,8447.7,4633.8,-202.15
14795,22796,8302.6,5533.2,-245.69
14796,22814,8315.3,4399.5,-215.95
14797,22841,8388.2,1013.1,-169.85
14798,22782,8327.7,3731.3,-176.48
14799,22817,8318.8,6440.6,-208.92
14800,22789,8317.4,4117.1,-198.09
14810,22816,8335.7,4248.1,-214.68
14810,22813,8338.2,4072.9,-203.26
14811,22814,8299,5109.8,-210.98
14811,22808,8291.6,5741.2,-225.85
14811,22812,8307.4,5379.1,-227.42
14812,22820,8308.8,7362,-270.46
14812,22818,8312.7,8020,-278.41
14814,22817,8318.1,3503.1,-197.26
14815,22788,8299.8,5123.1,-201
14815,22783,8322.2,5033.5,-209.61
14818,22834,8317.1,3493.5,-189.48
14819,22846,8321.2,5514.3,-261.34
14819,22841,8332.9,5434.8,-234.59
15085,20139,14841,1337,-173.4
15086,20158,14832,3482.3,-242.23
15087,20165,14843,3088.3,-250.87
15088,20162,14826,1270.2,-178.49
15089,20145,14841,1756,-210.35
15090,20156,14856,1131.4,-176.43
15108,20678,10649,2329.4,-236.22
15109,20657,10675,1051.3,-187.13
15148,17765,13700,4293.9,-312.73
15149,17753,13688,4857.9,-298.55
15237,23519,14530,3074.1,-204.11
15276,24705,12669,3673.4,-203.51
15277,24706,12667,3177,-200.57
15278,24703,12672,3181.2,-203.04
15279,24705,12665,3134.8,-202.68
15280,24701,12665,3440.4,-198.47
15281,24706,12661,2958.9,-176.08
15282,24703,12664,3081.7,-227.16
15283,24707,12652,1432.3,-182.19
15284,24715,12667,2936.3,-184.61
15285,24706,12659,1548.1,-184.44
15286,24710,12663,2981.6,-224.54
15287,24706,12669,3028.8,-216.99
15288,24704,12664,3481.8,-197.59
15289,24710,12663,2137,-194.59
15293,24700,12658,3155.5,-237.86
15294,24694,12679,1619.6,-198.94
15295,24726,12668,1474.4,-200.94
15296,24705,12658,3104.9,-231.6
15297,24699,12671,2734.3,-211.24
15298,24709,12672,3644.9,-195.07
15299,24703,12668,3561.7,-206.96
15300,24703,12666,3052.7,-212.88
15301,24704,12665,3464.2,-187.63
15302,24702,12669,3416.7,-204.47
15303,24705,12658,3747.9,-211.87
15304,24707,12655,1879.8,-172.1
15305,24704,12669,1719.6,-218.87
15306,24709,12650,2413.1,-196.26
15307,24706,12658,2134,-190.38
15308,24708,12665,2733.3,-185.91
15309,24703,12670,1492.5,-171.23
15310,24702,12659,1136.9,-194.86
15311,24705,12664,1469.1,-187.99
15312,24698,12657,1665.6,-198.78
15315,24690,12659,2473.9,-172.98
15316,24700,12651,1116.4,-188.77
15334,22736,13980,1288.1,-192.22
15335,22744,13977,2911.3,-226.1
15380,19440,10097,11538,-277.91
15380,19427,10332,14372,-221.33
15389,20767,12804,3932,-197.46
15390,20759,12771,5691.6,-192.17
15391,20747,12769,4974.6,-219.9
15392,20733,12767,3680.5,-211.65
15397,20698,12785,3183.4,-204.21
15400,20781,12776,3907.5,-212.51
15405,20847,12816,2241.9,-171.56
15406,20795,12765,3480.6,-191.38
15407,20752,12789,5444.9,-216.73
15411,20848,12853,2671.4,-190.41
15421,20750,12776,3911.7,-194.99
15422,20750,12754,3468.4,-193.97
15428,20773,12756,2201.8,-165.15
15554,23214,12540,3975.6,-173.28
15555,23221,12536,3563.8,-165.19
15556,21650,8823.2,2012.1,-200.42
15556,23221,12535,3324.6,-172.42
15557,21655,8811.3,2908.9,-180.55
15563,23149,11155,1650.2,-206.39
15564,23178,11144,2175.1,-190.12
15565,23158,11141,1005.6,-172.06
15567,23156,11142,1739.3,-202.36
15568,23177,11149,2804.1,-214.12
15569,23164,11159,3029.9,-196.23
15570,23165,11152,4468.3,-201.86
15571,23175,11149,3933.2,-242.54
15572,23160,11149,3314.9,-200.83
15573,23168,11155,2162.3,-177.87
15574,23184,11140,2018,-209.98
15576,23175,11145,2988.2,-227.7
15577,23166,11155,2608.9,-190.87
15579,23173,11146,2498.1,-183.33
15581,23179,11158,3270.8,-180.15
15582,23173,11137,2745.7,-185.97
15585,23172,11143,3205.2,-189.79
15586,23173,11146,3426.4,-192.55
15588,23172,11155,2128.5,-196.23
15589,23170,11157,2986.9,-184.49
15590,23179,11140,2197.9,-204.52
15591,23159,11144,1652,-178.03
15592,23163,11148,3078,-183.13
15593,23167,11155,3018.5,-196.54
15594,23162,11140,2083.9,-180.29
15596,23161,11141,2603.9,-158.22
15597,23174,11156,3002.4,-214.39
15598,23173,11156,3641.1,-195.22
15599,23163,11142,2807.3,-199.78
15642,24485,10181,2196.8,-193.08
15643,24494,10179,3573.9,-185.59
15644,24483,10174,1012.1,-164.66
15646,24479,10191,1857.1,-155.1
15647,24497,10189,2026.5,-227.22
15667,20679,13794,1091.3,-167.58
15670,22567,10244,2995.6,-182.5
15671,22562,10242,3889.9,-205.85
15672,22561,10250,5430.8,-219.53
15673,22578,10237,5997.2,-206.68
15674,22575,10248,3993.2,-215.64
15675,22553,10235,2597.3,-174.81
15676,22561,10237,4282,-208.36
15677,22571,10238,4737.5,-224.84
15678,22560,10243,2583,-205.38
15679,22564,10255,1625,-181.07
15680,22552,10250,4634.9,-230.29
15681,22571,10246,2401.5,-195.23
15682,22557,10249,3130.1,-210.65
15683,22557,10247,2088.7,-177.43
15684,22551,10242,3040.5,-183.99
15685,22555,10238,3969,-203.1
15686,22569,10239,2773.6,-172.94
15688,22564,10241,2729.4,-190.29
15689,22559,10241,1628.6,-185.11
15690,22585,10245,1120.3,-196.9
15691,22556,10250,2360.9,-177.22
15692,22570,10248,3255.6,-231.07
15693,22573,10241,5118.5,-219.77
15694,22582,10238,2454.8,-196.76
15725,19107,8730.3,1726.6,-229.95
15726,19101,8735,2131.8,-199.53
15727,19108,8729.8,2397.6,-229.96
15728,19095,8728.4,2321.7,-219.88
15729,19099,8721.2,2254.5,-253.33
15729,19155,9945.8,2203.4,-244.02
15730,19093,8724.2,1838.6,-211.68
15730,19098,9916.7,1911.2,-224.97
15731,19098,8732,2507.2,-237.49
15731,19132,9922.4,2272.4,-272.97
15732,19086,8720.1,2118.4,-335.29
15732,19152,9916.3,4904.1,-294.82
15733,19134,9918.2,6097.5,-371.98
15734,19158,9887.4,4346.8,-262.67
15735,19151,9895.5,3977,-234.48
15766,19293,13345,2164.7,-187.09
15798,20501,13595,1444.1,-197.27
15800,20455,13520,5179.4,-242.49
15801,20415,13514,4103.8,-213.85
15822,23388,9328.2,1444,-178.96
15823,23394,9336.4,2630.1,-177.96
15824,23382,9339.6,1563.9,-174.21
15825,23380,9332.1,2446.8,-181.76
15826,23390,9341.3,1482.2,-192.2
15918,23073,10291,1770.1,-178.52
15919,23063,10282,3384.2,-190.82
15920,23070,10274,2950,-185.13
15921,23081,10280,1391,-179.54
15927,23046,10275,1561.8,-194.13
15929,23058,10268,2980.7,-178.66
15930,23053,10281,1513,-141.16
15965,23293,12055,5355.5,-204.11
15966,23295,12056,1759.8,-191.1
15992,23300,12045,1629.6,-177.45
15995,23304,12044,1749.4,-206.23
15996,23293,12041,1669.3,-195.31
15997,23308,12066,1545.3,-183.53
15998,23285,12038,1292.9,-164.59
15999,23285,12047,1070.3,-209.1
16000,23298,12059,1270.9,-180.16
16039,23304,12038,1098.4,-191.68
16119,24442,10303,1203.1,-206.58
16120,19721,9295.4,1985.3,-158.44
16120,24445,10312,1115.7,-178.07
16121,19722,9312.7,3346,-202.99
16122,19729,9317.6,1994.2,-146.49
16124,19723,9305.1,3812.6,-199.11
16125,19725,9310.2,4442.9,-237.73
16126,19713,9308.2,1249.1,-175.5
16145,17816,11794,6356.2,-260.2
16146,17807,11807,9396,-190.61
16147,17827,11855,5195.5,-222.72
16148,17764,11808,4994.3,-216.23
16300,19247,14003,2892.7,-188.54
16302,19296,14013,1365,-222.08
16303,19275,13993,2702.4,-175.63
16362,23483,11997,5987.2,-216.56
16363,23438,12020,3570.5,-186.4
16364,23477,12006,6712.6,-221.29
16366,23629,11959,6792,-208.8
16395,19879,10912,2205.9,-179.56
16397,19896,10910,2580.8,-171.86
16399,19891,10919,2228.4,-163.51
16400,19890,10918,2555.8,-175.75
16404,19881,10925,2241.7,-186.75
16405,19887,10910,2280.8,-169.92
16406,19894,10912,1071.2,-164.59
16438,22922,9035.6,2934,-168.04
16439,22916,9037.5,4724,-229.71
16440,22917,9028.7,4112.4,-209.15
16441,22915,9032.2,3875.7,-178.53
16442,22911,9039.4,1565.4,-198.32
16443,22906,9037.5,1843.5,-179.46
16496,23062,10282,2382,-205.15
16498,23063,10277,1537.7,-182.05
16532,23923,8430.2,1964.7,-182.82
16533,23913,8411.6,3804.2,-206.72
16534,23948,8410.3,4136.3,-227.05
16535,23928,8406.1,4814.9,-191.1
16536,23951,8422.5,3570.7,-190.97
16537,23947,8408.7,4416,-229.38
16538,23954,8416.5,4444.5,-204.52
16582,24698,13587,3390.8,-196.37
16583,24725,13575,3139.9,-254.53
16585,24679,13594,1268.2,-202.42
16587,24700,13597,2844.4,-199.79
16588,24696,13553,3055.4,-211
16589,24730,13586,2546.4,-213.98
16674,17826,11476,1016.3,-171.31
16676,17804,11469,1671.8,-193.65
16678,17832,11473,1777,-185.62
16681,17812,11491,1251.3,-181.2
16687,17811,11474,1742.6,-157.26
16690,17820,11480,1332,-183.13
16693,17811,11479,2226.1,-166.16
16696,17837,11481,1031.6,-156.72
16703,17814,11471,1405.7,-169.36
17070,24387,12634,3398,-248.11
17073,23466,12752,2824.4,-210.85
17074,23280,12414,1292.9,-187.55
17119,20721,12094,1847.6,-170.6
17120,20693,12056,5111.5,-226.48
17121,20710,12085,4133.9,-205.88
17122,20710,12082,2603.9,-195.33
17183,20279,13415,1219.9,-166.89
17184,20274,13426,2161.6,-174.02
17185,20273,13409,2316.8,-189.13
17188,20259,13429,1557.7,-185.66
17190,20303,13401,1036.9,-173.79
17191,20283,13413,2404.1,-178.22
17356,21600,14195,2018.2,-169.13
17577,22671,14401,1233.1,-209.61
17577,23920,8404.8,2126.5,-167.79
17584,23944,8435,2872.7,-209.29
17585,23936,8421.1,2369.9,-175.6
17586,19962,10345,1985.7,-192.15
17586,23964,8437.2,4494.5,-206
17587,19928,10273,1762.2,-198.12
17587,23922,8432.9,4154.2,-186.7
17588,19976,10329,1683.6,-203.27
17588,23950,8433.2,4602,-174.77
17589,19968,10314,1031.2,-188.09
17589,23945,8383.5,2926.7,-177.52
17590,19987,10338,1782.5,-196.62
17590,23957,8432.1,1792.8,-207.75
17592,19963,10345,1793.9,-186.88
17593,19936,10295,3299.1,-224.41
17594,19958,10342,1868.4,-181.11
17621,20799,13137,2952.8,-186.3
17624,20804,13131,4588.3,-182.71
17625,20806,13146,2870,-208.31
17626,20810,13135,2614.3,-182.34
17673,20681,11817,2760.1,-191.57
17674,20672,11829,1851,-170.99
17675,20687,11817,1752.8,-171.2
17676,20684,11827,1034.3,-188.75
17677,20664,11822,2196.9,-183.91
17679,20660,11819,1737.2,-174.97
17680,20640,11819,1062.6,-187.57
17681,20656,11826,2589.2,-201.98
17682,20655,11839,2767.9,-212.95
17683,20679,11826,2825.7,-188.48
17684,20651,11836,1757.8,-161.77
17687,18680,11750,3673.4,-242.34
17688,18673,11731,2558.3,-198.53
17689,18655,11735,1637.4,-168.04
17880,24358,12996,1272.2,-188.92
17882,24366,13000,1857.3,-204.88
17911,22357,12836,2272.4,-198.5
17912,22376,12836,1080.4,-189.24
17915,22370,12839,5346.3,-179.8
17918,22361,12837,3209.1,-195.2
17919,22363,12840,4193.5,-213.75
17920,22370,12837,3486.9,-181.44
17921,22370,12842,3219.3,-218.48
17922,22349,12834,2214.3,-189.9
17923,22360,12836,3157.2,-180.17
17924,22355,12846,3793,-180.93
17925,22348,12835,3768.7,-238.47
17926,22361,12839,2788.6,-199.96
17927,22350,12839,3385,-201.41
17928,22361,12846,3471.3,-203.15
17929,22360,12839,3699.2,-191.44
17930,22358,12834,3540.3,-220.5
17931,22356,12842,1105.8,-162.4
17954,24292,8629.1,1227.6,-187.79
17955,24272,8649.2,2648.9,-230.94
17984,24674,8981,2534.4,-223
17985,24679,8978.4,2931.3,-212.64
17986,24675,8982.4,3624.6,-223.59
17987,24687,8958.4,2980.3,-225.43
18080,20496,8440.8,2256.3,-188.89
18081,20492,8438.7,2235.2,-206.02
18082,20482,8446.3,2134.4,-211.45
18083,20495,8455.6,3344.9,-205.79
18084,20492,8453.4,2229.3,-225.69
18085,20486,8434.1,3237.3,-231.78
18087,20479,8436.8,4110.7,-219.13
18088,20482,8444.1,3367.4,-261.03
18089,20487,8435,2072,-208.62
18484,20673,11824,2154.4,-171.87
18486,20690,11811,1063.7,-162.06
18524,20320,9132.8,1115.2,-189.43
18525,20296,9119.6,2946.9,-219.37
18531,20304,9105.9,1887.4,-188.85
18534,20295,9114.6,2748.5,-224.2
18535,20290,9131.7,1320,-206.1
18537,20513,14641,2148.7,-221.29
18538,20523,14629,2940.1,-225.26
18539,20517,14620,2891.2,-215.38
18540,20506,14621,3331.9,-225.24
18541,20523,14640,2750.2,-211.04
18542,20514,14615,2860.7,-225.3
18543,20517,14624,2513.9,-191.77
18544,20512,14624,3110.8,-194.37
18545,20521,14624,1754.9,-232.89
18547,20311,9111,1866.6,-179.44
18548,20305,9111.7,2021,-180.41
18548,20514,14613,3044.9,-217.53
18549,20327,9110.8,1037.1,-185.28
18549,20516,14615,1774.8,-226.61
18550,20528,14621,3135.3,-271.46
18551,20516,14619,3074.9,-290.7
18552,20517,14606,4393.5,-302.77
18553,20519,14626,3225.8,-246.79
18554,20492,14600,1670.7,-243.24
18556,20529,14631,2981.3,-235.84
18557,20543,14614,1790,-226.15
18558,20525,14620,2083.1,-231.58
18684,23893,10489,1027.1,-198.61
18689,23852,10470,5072,-305.44
18690,23871,10502,1273.1,-176.15
18848,21892,12913,1133.4,-175.78
18914,23968,8424.6,2294.3,-194.78
18915,23968,8422.1,4749.6,-228.29
18916,23948,8422.1,4103,-191.26
18917,23966,8432.5,4698,-188.61
18918,23959,8421.1,2542.2,-172.63
18919,23949,8416.1,3583.6,-205.59
18920,23953,8429.7,2902.6,-193.92
18921,23946,8435.9,5215.9,-260.27
18922,23974,8420.1,4405.6,-233.18
18923,23970,8423.8,2270.2,-165.16
18924,23962,8393.8,4996.8,-207.95
18925,23971,8437,4707.7,-207.96
18926,23981,8413.7,3865.2,-194.64
18927,23948,8435.4,4444,-193.18
18964,24657,8966.4,1192.7,-183.56
18965,24678,8960.5,2485.5,-229.72
18966,24677,8978.9,1537,-193.99
18967,24688,8975.9,1680.8,-193.84
19157,21830,12926,1934,-193.94
19158,21817,12944,1043.2,-190.29
19241,21844,12958,1103.1,-197.31
19387,23444,14365,6620.4,-186.4
19389,23459,14382,14964,-234.94
19392,23471,14388,6341.9,-216.46
19644,18179,11811,1153.3,-200.06
19645,18092,11940,1603,-174.84
19694,18634,12692,3731.7,-248.64
19695,18648,12702,2718.7,-199.88
19696,18639,12693,4387.9,-268.45
19697,18646,12694,4730.8,-247.01
19698,18636,12703,4326.6,-252.02
19718,19996,12114,1448.9,-165.9
19721,20001,12105,3117.4,-185.91
19722,20005,12099,3198.5,-184.53
19723,20004,12099,2907.4,-187.34
19729,17806,11475,2570,-153.97
19730,17808,11462,3059.4,-176.72
19731,17813,11474,2459.9,-176.57
19732,17818,11450,1035.3,-161.14
19769,21849,12405,1235.9,-177.31
19898,21326,13997,1721,-185.93
19899,21314,13991,2766.8,-216.6
19900,21316,13995,4282.6,-184.48
19901,21331,13991,1955.3,-181.09
